,PCODE,Region,Province,Municipality_City,food,clothing,power,entertainment,house_items,Health,Transport,Education,Communication,leisure,eats,poverty
761,PH054115000,Region V,Masbate,Palanas,45.0,2.9,6.5,40.1,49.8,40.4,3.2,8.0,53.0,4.1,7.8,0.0
762,PH054116000,Region V,Masbate,Pio V. Corpuz,40.7,3.2,7.8,35.5,46.0,43.8,3.8,8.6,40.5,4.6,11.5,0.0
763,PH054117000,Region V,Masbate,Placer,47.6,2.8,5.9,43.0,52.3,47.0,3.2,6.8,59.0,3.8,6.5,0.0
764,PH054118000,Region V,Masbate,San Fernando,40.5,2.8,7.0,35.9,45.2,38.1,3.0,7.9,34.6,3.4,9.7,0.0
765,PH054119000,Region V,Masbate,San Jacinto,38.8,3.0,7.6,33.9,43.6,39.1,3.7,9.5,39.6,4.1,10.4,0.0
766,PH054120000,Region V,Masbate,San Pascual,52.8,3.4,6.3,47.3,58.3,52.7,3.4,6.5,61.7,4.4,7.1,0.0
767,PH054121000,Region V,Masbate,Uson,50.9,3.0,5.9,46.0,55.8,42.9,2.9,6.8,54.5,4.0,7.4,0.0
768,,Region V,Sorsogon,Bacon,,,,,,36.2,2.7,7.5,35.4,3.1,8.6,
769,PH056202000,Region V,Sorsogon,Barcelona,29.4,2.3,7.8,25.6,33.1,39.1,3.1,7.9,37.2,3.3,8.8,0.0
770,PH056203000,Region V,Sorsogon,Bulan,32.7,1.7,5.3,29.8,35.5,38.8,2.6,6.6,40.7,2.5,6.2,0.0
771,PH056204000,Region V,Sorsogon,Bulusan,30.8,2.3,7.4,27.0,34.6,32.9,2.6,8.0,35.3,3.6,10.2,0.0
772,PH056205000,Region V,Sorsogon,Casiguran,28.7,2.4,8.3,24.8,32.6,38.9,3.1,7.9,41.8,3.2,7.6,0.0
773,PH056206000,Region V,Sorsogon,Castilla,42.2,2.7,6.5,37.7,46.7,44.4,3.0,6.8,52.9,3.9,7.4,0.0
774,PH056207000,Region V,Sorsogon,Donsol,44.1,2.5,5.6,40.1,48.2,47.3,3.1,6.6,54.6,3.1,5.6,0.0
775,PH056208000,Region V,Sorsogon,Gubat,25.6,1.9,7.5,22.4,28.8,33.6,2.4,7.2,31.7,2.5,7.9,0.0
776,PH056209000,Region V,Sorsogon,Irosin,28.4,2.3,8.2,24.6,32.3,34.2,2.7,7.9,33.4,3.4,10.2,0.0
777,PH056210000,Region V,Sorsogon,Juban,37.3,2.5,6.8,33.1,41.5,41.6,3.3,8.0,44.1,3.9,8.8,0.0
778,PH056211000,Region V,Sorsogon,Magallanes,44.1,2.5,5.7,40.0,48.2,44.6,3.5,7.8,53.4,3.5,6.6,0.0
779,PH056212000,Region V,Sorsogon,Matnog,45.2,2.5,5.5,41.1,49.3,43.2,2.8,6.6,46.7,2.9,6.1,0.0
780,PH056213000,Region V,Sorsogon,Pilar,42.5,2.1,4.9,39.1,45.9,44.3,2.5,5.5,54.8,3.2,5.8,0.0
781,PH056214000,Region V,Sorsogon,Prieto Diaz,30.7,2.6,8.4,26.5,34.9,36.7,3.1,8.5,40.1,3.7,9.1,0.0
782,PH056215000,Region V,Sorsogon,Santa Magdalena,35.5,3.7,10.5,29.4,41.7,35.8,3.8,10.6,32.4,4.1,12.8,0.0
783,PH056216000,Region V,Sorsogon,Sorsogon City,19.5,1.5,7.8,17.0,22.0,27.6,2.3,8.3,23.6,3.2,13.6,0.0
784,PH060401000,Region VI,Aklan,Altavas,19.2,3.3,17.4,13.7,24.7,48.9,4.6,9.4,34.3,3.7,10.8,0.0
785,PH060402000,Region VI,Aklan,Balete,25.6,4.8,18.7,17.7,33.5,52.7,5.0,9.5,45.1,5.6,12.3,0.0
786,PH060403000,Region VI,Aklan,Banga,11.3,2.0,17.6,8.0,14.6,39.6,2.9,7.4,23.4,2.6,11.2,0.0
787,PH060404000,Region VI,Aklan,Batan,23.2,3.7,15.8,17.2,29.3,45.7,4.2,9.2,27.7,4.1,14.7,0.0
788,PH060405000,Region VI,Aklan,Buruanga,18.5,3.3,17.9,13.1,24.0,47.0,4.5,9.5,33.8,4.4,13.0,0.0
789,PH060406000,Region VI,Aklan,Ibajay,20.0,2.5,12.6,15.9,24.1,39.6,3.4,8.7,36.3,2.9,8.0,0.0
790,PH060407000,Region VI,Aklan,Kalibo,5.8,1.8,31.2,2.8,8.8,24.9,3.3,13.2,7.8,1.7,21.1,0.0
791,PH060408000,Region VI,Aklan,Lezo,8.4,2.1,24.9,5.0,11.8,39.1,4.1,10.6,16.0,2.6,16.3,0.0
792,PH060409000,Region VI,Aklan,Libacao,26.0,3.0,11.6,21.0,31.0,62.3,4.3,6.9,43.3,4.8,11.2,0.0
793,PH060410000,Region VI,Aklan,Madalag,33.2,3.7,11.2,27.0,39.3,63.3,4.2,6.6,51.2,4.3,8.4,0.0
794,PH060411000,Region VI,Aklan,Makato,18.9,2.9,15.4,14.1,23.7,48.9,3.8,7.8,25.6,2.7,10.4,0.0
795,PH060412000,Region VI,Aklan,Malay,12.1,3.3,27.5,6.6,17.6,24.8,4.7,19.0,27.6,4.8,17.3,0.0
796,PH060413000,Region VI,Aklan,Malinao,19.6,2.8,14.1,15.1,24.2,43.3,4.0,9.2,37.0,3.5,9.6,0.0
797,PH060414000,Region VI,Aklan,Nabas,25.4,3.4,13.2,19.9,30.9,36.9,3.5,9.5,36.6,3.4,9.3,0.0
798,PH060415000,Region VI,Aklan,New Washington,14.6,2.5,17.1,10.5,18.8,42.0,4.2,10.1,28.3,3.3,11.7,0.0
799,PH060416000,Region VI,Aklan,Numancia,9.1,2.2,24.2,5.5,12.7,24.4,2.9,11.7,11.0,2.2,20.3,0.0
800,PH060417000,Region VI,Aklan,Tangalan,21.6,3.5,16.2,15.9,27.4,42.5,4.8,11.2,43.6,4.6,10.6,0.0
801,PH060601000,Region VI,Antique,Anini-Y,18.5,3.0,16.0,13.6,23.3,45.4,4.0,8.9,37.9,4.0,10.4,0.0
802,PH060602000,Region VI,Antique,Barbaza,23.4,2.9,12.5,18.6,28.2,46.3,3.6,7.7,28.5,3.0,10.6,0.0
803,PH060603000,Region VI,Antique,Belizon,11.2,3.5,31.2,5.4,16.9,25.8,5.1,19.6,20.3,4.3,21.0,0.0
804,PH060604000,Region VI,Antique,Bugasong,22.5,2.8,12.6,17.8,27.2,39.7,3.3,8.3,31.5,3.4,10.7,0.0
805,PH060605000,Region VI,Antique,Caluya,24.7,4.2,16.9,17.8,31.6,49.7,5.6,11.3,43.4,5.0,11.6,0.0
806,PH060606000,Region VI,Antique,Culasi,22.1,2.6,11.7,17.8,26.3,37.2,3.2,8.6,33.6,2.9,8.6,0.0
807,PH060607000,Region VI,Antique,Tobias Fornier,20.9,2.5,11.9,16.8,25.0,44.1,3.6,8.1,31.1,3.0,9.7,0.0
808,PH060608000,Region VI,Antique,Hamtic,15.5,1.9,12.3,12.4,18.7,38.5,3.4,8.9,30.6,3.0,9.8,0.0
809,PH060609000,Region VI,Antique,Lauan-an,25.9,3.0,11.5,21.0,30.8,42.1,4.0,9.5,36.1,3.7,10.1,0.0
810,PH060610000,Region VI,Antique,Libertad,21.7,3.5,16.3,15.9,27.5,37.3,4.9,13.2,36.4,4.4,12.0,0.0
811,PH060611000,Region VI,Antique,Pandan,20.9,2.7,13.1,16.4,25.4,40.1,3.7,9.2,33.9,3.0,8.9,0.0
812,PH060612000,Region VI,Antique,Patnongon,26.4,3.1,11.8,21.3,31.5,41.8,4.1,9.8,33.7,3.8,11.4,0.0
813,PH060613000,Region VI,Antique,San Jose,8.3,2.0,24.3,5.0,11.6,23.8,3.0,12.5,12.6,1.8,14.0,0.0
814,PH060614000,Region VI,Antique,San Remigio,35.9,3.4,9.4,30.4,41.4,55.5,4.1,7.3,52.0,3.8,7.3,0.0
815,PH060615000,Region VI,Antique,Sebaste,24.2,4.8,20.0,16.2,32.1,43.0,6.2,14.4,35.1,5.4,15.5,0.0
816,PH060616000,Region VI,Antique,Sibalom,21.2,2.3,10.9,17.4,25.0,37.5,2.8,7.5,33.1,2.7,8.3,0.0
817,PH060617000,Region VI,Antique,Tibiao,22.2,3.1,14.0,17.1,27.3,49.6,4.3,8.7,31.7,3.8,12.0,0.0
818,PH060618000,Region VI,Antique,Valderama,30.2,3.5,11.6,24.4,35.9,43.5,3.7,8.4,34.2,3.9,11.5,0.0
819,PH061901000,Region VI,Capiz,Cuartero,33.4,3.8,11.3,27.2,39.7,27.3,4.7,17.3,40.9,3.9,9.6,0.0
820,PH061902000,Region VI,Capiz,Dao,28.2,3.4,12.0,22.6,33.8,26.2,4.8,18.5,30.2,4.1,13.6,0.0
821,PH061903000,Region VI,Capiz,Dumalag,24.7,2.9,11.6,20.0,29.4,15.6,3.8,24.4,38.4,4.1,10.6,0.0
822,PH061904000,Region VI,Capiz,Dumarao,33.4,3.6,10.7,27.5,39.3,26.7,4.5,16.7,41.2,3.3,7.9,0.0
823,PH061905000,Region VI,Capiz,Ivisan,31.6,4.3,13.6,24.6,38.7,20.2,4.6,22.6,28.0,4.3,15.3,0.0
824,PH061906000,Region VI,Capiz,Jamindan,35.5,3.4,9.5,29.9,41.0,32.8,4.5,13.6,47.3,3.9,8.2,0.0
825,PH061907000,Region VI,Capiz,Ma-ayon,39.9,3.4,8.6,34.3,45.6,25.5,4.0,15.7,49.7,3.1,6.3,0.0
826,PH061908000,Region VI,Capiz,Mambusao,26.4,3.2,12.1,21.2,31.7,19.4,3.6,18.5,40.2,3.6,9.0,0.0
827,PH061909000,Region VI,Capiz,Panay,30.8,2.6,8.6,26.5,35.1,23.1,3.5,15.0,23.9,4.0,16.6,0.0
828,PH061910000,Region VI,Capiz,Panitan,29.6,3.2,10.8,24.4,34.9,22.1,4.1,18.6,28.0,2.7,9.7,0.0
829,PH061911000,Region VI,Capiz,Pilar,36.6,3.8,10.3,30.4,42.8,22.2,4.2,18.7,45.9,3.4,7.5,0.0
830,PH061912000,Region VI,Capiz,Pontevedra,29.1,3.7,12.7,23.0,35.1,17.8,3.5,19.5,33.6,3.4,10.2,0.0
831,PH061913000,Region VI,Capiz,President Roxas,28.6,3.9,13.5,22.3,35.0,20.4,4.4,21.7,31.8,4.1,12.8,0.0
832,PH061914000,Region VI,Capiz,Roxas City,12.6,1.8,14.7,9.5,15.6,12.1,2.7,22.4,17.3,1.8,10.2,0.0
833,PH061915000,Region VI,Capiz,Sapi-An,29.7,5.0,16.8,21.5,37.9,24.3,4.9,20.1,40.1,4.3,10.7,0.0
834,PH061916000,Region VI,Capiz,Sigma,28.2,3.3,11.7,22.8,33.6,17.5,3.7,21.0,36.5,3.8,10.3,0.0
835,PH061917000,Region VI,Capiz,Tapaz,33.8,2.8,8.3,29.2,38.5,29.0,3.6,12.3,47.9,3.5,7.2,0.0
836,PH063001000,Region VI,Iloilo,Ajuy,30.6,3.2,10.3,25.4,35.8,30.9,3.6,11.5,34.8,3.7,10.6,0.0
837,PH063002000,Region VI,Iloilo,Alimodian,26.6,2.8,10.4,22.1,31.2,30.4,4.0,13.2,36.5,3.1,8.6,0.0
838,PH063003000,Region VI,Iloilo,Anilao,27.3,3.4,12.3,21.8,32.9,31.5,4.5,14.2,30.3,3.8,12.4,0.0
839,PH063004000,Region VI,Iloilo,Badiangan,16.8,2.0,12.2,13.4,20.2,18.5,2.9,15.8,23.1,2.5,10.9,0.0
840,PH063005000,Region VI,Iloilo,Balasan,24.1,3.1,12.8,19.0,29.2,30.4,3.9,12.9,24.0,2.5,10.5,0.0
841,PH063006000,Region VI,Iloilo,Banate,24.2,3.4,14.2,18.5,29.8,19.8,3.3,16.6,26.6,4.0,15.1,0.0
842,PH063007000,Region VI,Iloilo,Barotac Nuevo,17.6,1.9,11.0,14.4,20.8,15.9,2.5,15.9,19.7,2.1,10.6,0.0
843,PH063008000,Region VI,Iloilo,Barotac Viejo,25.4,3.0,12.0,20.4,30.4,26.2,3.8,14.5,35.2,3.3,9.5,0.0
844,PH063009000,Region VI,Iloilo,Batad,34.5,5.0,14.4,26.4,42.7,33.1,4.7,14.3,46.9,4.6,9.7,0.0
845,PH063010000,Region VI,Iloilo,Bingawan,26.3,4.6,17.5,18.7,33.9,26.8,5.6,20.7,38.4,4.8,12.6,0.0
846,PH063012000,Region VI,Iloilo,Cabatuan,15.9,1.7,10.5,13.1,18.6,15.2,2.0,13.1,24.6,2.0,8.3,0.0
847,PH063013000,Region VI,Iloilo,Calinog,27.0,2.6,9.7,22.7,31.3,29.6,3.5,11.8,29.8,2.4,8.2,0.0
848,PH063014000,Region VI,Iloilo,Carles,35.8,3.5,9.8,30.0,41.6,46.8,5.2,11.1,51.5,3.8,7.4,0.0
849,PH063015000,Region VI,Iloilo,Concepcion,36.8,4.1,11.2,30.0,43.6,48.4,4.7,9.6,47.4,4.3,9.1,0.0
850,PH063016000,Region VI,Iloilo,Dingle,21.8,2.4,11.1,17.8,25.7,17.3,2.8,16.2,22.7,2.2,9.6,0.0
851,PH063017000,Region VI,Iloilo,Duenas,25.3,2.8,11.0,20.7,29.9,22.3,3.1,13.9,30.7,2.6,8.4,0.0
852,PH063018000,Region VI,Iloilo,Dumangas,21.4,2.4,11.2,17.4,25.3,16.0,2.3,14.5,25.2,2.0,7.7,0.0
853,PH063019000,Region VI,Iloilo,Estancia,26.1,3.2,12.2,20.9,31.3,22.1,3.2,14.3,30.3,3.4,11.3,0.0
854,PH063020000,Region VI,Iloilo,Guimbal,11.4,1.7,15.2,8.6,14.3,15.8,2.4,15.0,21.0,2.7,12.9,0.0
855,PH063021000,Region VI,Iloilo,Igbaras,22.5,2.4,10.5,18.6,26.4,29.2,3.8,12.8,33.0,3.6,11.0,0.0
856,PH063022000,Region VI,Iloilo,Iloilo City,6.0,1.2,19.2,4.1,7.9,7.6,1.0,13.3,4.9,0.9,17.4,0.0
857,PH063023000,Region VI,Iloilo,Janiuay,25.3,2.3,9.1,21.5,29.0,25.8,2.8,10.9,27.1,2.6,9.5,0.0
858,PH063025000,Region VI,Iloilo,Lambunao,26.6,2.5,9.4,22.5,30.7,23.2,3.3,14.1,40.7,3.4,8.3,0.0
859,PH063026000,Region VI,Iloilo,Leganes,10.1,2.5,24.7,6.0,14.2,15.2,2.9,18.8,14.0,2.3,16.2,0.0
860,PH063027000,Region VI,Iloilo,Lemery,28.3,3.2,11.1,23.1,33.5,33.8,4.2,12.3,34.8,3.6,10.2,0.0
861,PH063028000,Region VI,Iloilo,Leon,24.0,2.0,8.4,20.6,27.3,33.7,4.4,13.1,35.3,2.8,8.0,0.0
862,PH063029000,Region VI,Iloilo,Maasin,28.3,2.7,9.7,23.8,32.8,22.6,2.7,12.1,37.4,2.8,7.4,0.0
863,PH063030000,Region VI,Iloilo,Miag-ao,18.8,1.8,9.8,15.8,21.8,26.1,2.9,11.0,28.1,2.2,7.9,0.0
864,PH063031000,Region VI,Iloilo,Mina,24.3,3.2,13.4,19.0,29.6,15.5,2.9,18.5,21.2,3.2,14.9,0.0
865,PH063032000,Region VI,Iloilo,New Lucena,16.6,2.6,15.5,12.3,20.8,16.8,2.9,17.3,26.9,3.5,12.9,0.0
866,PH063034000,Region VI,Iloilo,Oton,10.5,1.8,16.8,7.6,13.4,15.8,2.2,14.2,18.0,2.2,12.4,0.0
867,PH063035000,Region VI,Iloilo,Passi City,25.1,2.3,9.3,21.3,29.0,24.5,2.9,12.0,36.5,2.7,7.3,0.0
868,PH063036000,Region VI,Iloilo,Pavia,8.6,2.0,23.8,5.2,12.0,10.2,2.1,20.3,10.6,1.9,18.1,0.0
869,PH063037000,Region VI,Iloilo,Pototan,18.9,1.8,9.7,15.9,21.9,17.3,2.4,13.9,18.8,2.0,10.8,0.0
870,PH063038000,Region VI,Iloilo,San Dionisio,32.7,3.3,10.1,27.3,38.1,42.3,4.6,10.9,43.2,4.0,9.2,0.0
871,PH063039000,Region VI,Iloilo,San Enrique,26.2,3.0,11.6,21.2,31.2,28.3,3.7,13.0,34.5,3.0,8.7,0.0
872,PH063040000,Region VI,Iloilo,San Joaquin,28.1,2.6,9.1,23.9,32.3,38.3,4.2,10.8,36.1,2.6,7.2,0.0
873,PH063041000,Region VI,Iloilo,San Miguel,14.3,2.4,16.9,10.3,18.2,17.9,2.9,15.9,18.4,2.8,15.0,0.0
874,PH063042000,Region VI,Iloilo,San Rafael,28.4,4.9,17.1,20.4,36.4,30.1,5.3,17.5,39.0,5.6,14.3,0.0
875,PH063043000,Region VI,Iloilo,Santa Barbara,13.1,1.8,13.5,10.2,16.1,13.5,2.0,14.5,14.7,1.8,12.3,0.0
876,PH063044000,Region VI,Iloilo,Sara,26.0,2.8,10.8,21.4,30.7,24.1,3.1,12.9,31.7,2.6,8.1,0.0
877,PH063045000,Region VI,Iloilo,Tigbauan,19.1,2.0,10.6,15.8,22.5,23.3,3.0,12.9,24.9,2.0,7.9,0.0
878,PH063046000,Region VI,Iloilo,Tubungan,28.4,2.7,9.5,24.0,32.9,35.5,4.2,11.8,37.4,2.4,6.5,0.0
879,PH063047000,Region VI,Iloilo,Zarraga,16.8,2.4,14.1,12.9,20.7,15.4,2.6,16.7,12.2,2.4,19.4,0.0
880,PH064501000,Region VI,Negros Occidental,Bacolod City,3.2,1.0,30.7,1.6,4.8,11.2,2.0,18.2,3.4,1.0,29.3,0.0
881,PH064502000,Region VI,Negros Occidental,Bago City,20.6,3.2,15.5,15.3,25.8,20.7,3.0,14.5,21.2,2.9,13.6,0.0
882,PH064503000,Region VI,Negros Occidental,Binalbagan,16.6,3.1,18.9,11.4,21.7,28.9,4.4,15.1,23.4,4.0,17.0,0.0
883,PH064504000,Region VI,Negros Occidental,Cadiz City,24.6,3.7,15.2,18.5,30.8,27.3,3.4,12.5,26.2,4.2,16.0,0.0
884,PH064505000,Region VI,Negros Occidental,Calatrava,33.0,3.8,11.4,26.8,39.2,39.1,3.4,8.7,38.3,3.2,8.4,0.0
885,PH064506000,Region VI,Negros Occidental,Candoni,29.4,4.4,14.9,22.2,36.6,41.9,5.2,12.4,45.0,6.2,13.7,0.0
886,PH064507000,Region VI,Negros Occidental,Cauayan,31.2,3.4,10.8,25.6,36.7,55.2,4.7,8.6,44.2,4.5,10.3,0.0
887,PH064508000,Region VI,Negros Occidental,Enrique B. Magalona,20.3,2.8,14.0,15.6,25.0,24.7,3.2,12.8,21.9,2.8,12.6,0.0
888,PH064509000,Region VI,Negros Occidental,Escalante City,23.5,3.6,15.1,17.7,29.4,25.6,3.8,14.8,27.8,3.8,13.8,0.0
889,PH064510000,Region VI,Negros Occidental,Himamaylan City,23.5,3.7,15.6,17.5,29.5,31.4,3.6,11.4,30.5,3.6,11.8,0.0
890,PH064511000,Region VI,Negros Occidental,Hinigaran,16.6,2.8,17.2,11.9,21.3,30.6,3.9,12.6,29.1,3.2,11.1,0.0
891,PH064512000,Region VI,Negros Occidental,Hinoba-An (Asia),30.4,4.5,14.8,23.0,37.7,52.8,5.8,10.9,34.0,4.9,14.3,0.0
892,PH064513000,Region VI,Negros Occidental,Ilog,24.2,4.0,16.5,17.6,30.8,39.1,4.9,12.4,27.0,3.7,13.7,0.0
893,PH064514000,Region VI,Negros Occidental,Isabela,27.3,3.3,12.1,21.9,32.7,33.8,4.0,11.7,36.1,3.1,8.6,0.0
894,PH064515000,Region VI,Negros Occidental,Kabankalan City,25.8,3.4,13.2,20.2,31.4,40.9,3.2,7.8,35.4,3.6,10.3,0.0
895,PH064516000,Region VI,Negros Occidental,La Carlota City,10.3,2.2,21.0,6.8,13.9,19.3,3.4,17.5,17.9,2.8,15.4,0.0
896,PH064517000,Region VI,Negros Occidental,La Castellana,29.6,4.8,16.1,21.7,37.4,29.7,5.2,17.6,32.4,5.5,16.9,0.0
897,PH064518000,Region VI,Negros Occidental,Manapla,24.6,4.6,18.5,17.1,32.1,28.4,4.8,16.8,26.9,5.0,18.6,0.0
898,PH064519000,Region VI,Negros Occidental,Moises Padilla (Magallon),32.5,5.2,15.9,24.0,41.1,40.6,5.5,13.5,40.4,5.7,14.0,0.0
899,PH064520000,Region VI,Negros Occidental,Murcia,23.3,3.6,15.6,17.3,29.2,20.7,3.8,18.4,25.1,3.4,13.5,0.0
900,PH064521000,Region VI,Negros Occidental,Pontevedra,18.3,3.2,17.3,13.1,23.6,20.4,3.3,16.1,20.1,3.7,18.5,0.0
901,PH064522000,Region VI,Negros Occidental,Pulupandan,10.3,2.1,20.8,6.8,13.8,24.6,3.2,13.1,17.8,2.1,11.8,0.0
902,PH064523000,Region VI,Negros Occidental,Sagay City,25.2,3.5,13.9,19.4,30.9,28.0,3.2,11.6,27.7,4.1,14.9,0.0
903,PH064524000,Region VI,Negros Occidental,San Carlos City,23.2,4.2,18.0,16.3,30.0,34.0,4.4,12.8,28.0,3.9,14.1,0.0
904,PH064525000,Region VI,Negros Occidental,San Enrique,12.3,3.4,27.9,6.7,17.9,21.8,5.1,23.4,21.3,4.5,21.0,0.0
905,PH064526000,Region VI,Negros Occidental,Silay City,14.0,3.0,21.3,9.1,18.8,17.6,3.7,21.2,18.7,3.2,17.3,0.0
906,PH064527000,Region VI,Negros Occidental,Sipalay City,29.1,4.6,15.8,21.6,36.7,45.9,5.0,11.0,39.4,4.4,11.2,0.0
907,PH064528000,Region VI,Negros Occidental,Talisay City,10.4,2.3,21.9,6.6,14.1,15.7,2.9,18.7,11.1,2.0,18.1,0.0
908,PH064529000,Region VI,Negros Occidental,Toboso,31.4,5.8,18.5,21.8,40.9,31.8,6.1,19.2,34.5,6.2,18.1,0.0
909,PH064530000,Region VI,Negros Occidental,Valladolid,10.7,2.3,21.4,6.9,14.4,21.2,3.4,16.3,14.4,2.7,18.7,0.0
910,PH064531000,Region VI,Negros Occidental,Victorias City,15.6,3.1,19.7,10.5,20.7,19.2,3.0,15.4,18.4,3.0,16.2,0.0
911,PH064532000,Region VI,Negros Occidental,Salvador Benedicto,40.6,8.6,21.1,26.5,54.8,55.9,8.1,14.6,50.1,7.9,15.7,0.0
912,PH067901000,Region VI,Guimaras,Buenavista,16.2,2.2,13.6,12.6,19.9,23.9,2.5,10.4,22.5,2.4,10.6,0.0
913,PH067902000,Region VI,Guimaras,Jordan,17.5,3.0,17.3,12.5,22.5,17.7,3.3,18.4,24.6,3.4,13.9,0.0
914,PH067903000,Region VI,Guimaras,Nueva Valencia,19.0,2.8,14.4,14.5,23.6,36.4,3.9,10.7,29.7,3.4,11.4,0.0
915,PH067904000,Region VI,Guimaras,San Lorenzo,28.7,4.8,16.7,20.8,36.6,44.0,5.5,12.5,45.4,5.1,11.3,0.0
916,PH067905000,Region VI,Guimaras,Sibunag,28.4,3.5,12.5,22.6,34.2,49.3,5.7,11.6,42.1,4.6,11.0,0.0
917,PH071201000,Region VII,Bohol,Alburquerque,15.9,2.5,15.8,11.8,20.1,25.4,3.3,13.1,24.8,3.9,15.8,0.0
918,PH071202000,Region VII,Bohol,Alicia,33.9,3.8,11.1,27.8,40.1,53.7,4.5,8.4,49.5,5.4,10.9,0.0
919,PH071203000,Region VII,Bohol,Anda,30.9,3.4,11.0,25.3,36.5,49.6,4.2,8.5,47.4,4.5,9.6,0.0
920,PH071204000,Region VII,Bohol,Antequera,18.4,2.1,11.5,15.0,21.9,36.8,3.1,8.4,49.9,5.2,10.4,0.0
921,PH071205000,Region VII,Bohol,Baclayon,15.1,2.2,14.7,11.4,18.7,23.9,2.7,11.3,25.1,3.5,14.1,0.0
922,PH071206000,Region VII,Bohol,Balilihan,31.3,2.5,8.1,27.2,35.4,51.9,2.9,5.5,48.3,3.5,7.3,0.0
923,PH071207000,Region VII,Bohol,Batuan,32.3,3.0,9.2,27.4,37.2,46.8,3.4,7.3,75.3,5.6,7.4,0.0
924,PH071208000,Region VII,Bohol,Bilar,22.6,2.5,11.0,18.5,26.6,47.9,3.5,7.4,43.9,4.3,9.7,0.0
925,PH071209000,Region VII,Bohol,Buenavista,45.4,2.7,6.0,40.9,50.0,55.9,3.1,5.5,56.2,3.2,5.7,0.0
926,PH071210000,Region VII,Bohol,Calape,25.4,2.5,9.8,21.3,29.5,40.4,2.7,6.6,39.9,2.8,7.0,0.0
927,PH071211000,Region VII,Bohol,Canduay,34.5,2.7,7.9,30.0,39.0,52.3,3.0,5.8,38.0,4.1,10.8,0.0
928,PH071212000,Region VII,Bohol,Carmen,38.4,2.9,7.6,33.6,43.2,55.2,3.3,5.9,75.0,5.8,7.7,0.0
929,PH071213000,Region VII,Bohol,Catigbian,37.0,3.0,8.2,32.0,42.0,51.3,3.4,6.7,64.3,6.7,10.4,0.0
930,PH071214000,Region VII,Bohol,Clarin,26.4,2.5,9.5,22.2,30.5,39.2,3.3,8.4,40.5,3.5,8.6,0.0
931,PH071215000,Region VII,Bohol,Corella,17.9,3.1,17.2,12.8,22.9,32.0,4.1,12.9,27.1,4.9,18.2,0.0
932,PH071216000,Region VII,Bohol,Cortes,15.9,2.4,15.2,11.9,19.8,26.9,3.6,13.4,26.4,3.6,13.7,0.0
933,PH071217000,Region VII,Bohol,Dagohoy,40.7,4.2,10.2,33.8,47.5,56.0,4.2,7.5,65.9,4.7,7.1,0.0
934,PH071218000,Region VII,Bohol,Danao,42.7,4.2,9.9,35.7,49.7,62.1,4.0,6.4,64.7,4.8,7.4,0.0
935,PH071219000,Region VII,Bohol,Dauis,17.0,2.6,15.6,12.7,21.4,30.1,3.6,12.1,40.5,3.9,9.5,0.0
936,PH071220000,Region VII,Bohol,Dimiao,30.6,2.6,8.5,26.3,34.9,42.4,3.6,8.4,45.1,3.2,7.0,0.0
937,PH071221000,Region VII,Bohol,Duero,29.6,2.9,9.8,24.9,34.4,51.7,3.2,6.2,38.0,3.1,8.0,0.0
938,PH071222000,Region VII,Bohol,Garcia Hernandez,28.0,2.8,9.9,23.5,32.6,46.8,2.8,6.0,35.3,3.1,8.8,0.0
939,PH071223000,Region VII,Bohol,Guindulman,30.3,3.1,10.2,25.2,35.3,47.2,3.4,7.1,41.2,3.3,7.9,0.0
940,PH071224000,Region VII,Bohol,Inabanga,34.7,2.4,6.9,30.8,38.7,47.1,2.4,5.0,48.5,2.8,5.9,0.0
941,PH071225000,Region VII,Bohol,Jagna,19.6,2.2,11.2,16.0,23.2,36.4,2.2,6.1,34.2,2.7,8.0,0.0
942,PH071226000,Region VII,Bohol,Jetafe,43.5,2.8,6.5,38.9,48.1,60.1,2.9,4.8,50.1,3.9,7.7,0.0
943,PH071227000,Region VII,Bohol,Lila,19.6,2.8,14.4,15.0,24.3,42.6,3.8,8.9,36.6,4.1,11.1,0.0
944,PH071228000,Region VII,Bohol,Loay,19.3,2.2,11.3,15.7,22.9,28.4,3.0,10.4,29.7,3.4,11.5,0.0
945,PH071229000,Region VII,Bohol,Loboc,21.5,2.2,10.4,17.8,25.2,32.8,2.9,8.7,26.0,2.7,10.5,0.0
946,PH071230000,Region VII,Bohol,Loon,22.0,1.6,7.3,19.3,24.6,38.8,2.2,5.6,39.4,3.0,7.6,0.0
947,PH071231000,Region VII,Bohol,Mabini,46.8,3.5,7.4,41.0,52.5,58.4,3.2,5.5,46.5,3.9,8.5,0.0
948,PH071232000,Region VII,Bohol,Maribojoc,17.3,2.3,13.4,13.5,21.1,24.9,2.9,11.7,25.2,3.4,13.6,0.0
949,PH071233000,Region VII,Bohol,Panglao,16.4,2.8,17.4,11.7,21.0,33.3,4.2,12.5,30.2,4.6,15.1,0.0
950,PH071234000,Region VII,Bohol,Pilar,38.8,2.8,7.3,34.2,43.4,67.1,3.9,5.8,62.2,4.0,6.5,0.0
951,PH071235000,Region VII,Bohol,Pres. Carlos P. Garcia,51.8,3.6,6.9,45.9,57.7,62.1,3.7,5.9,49.8,3.8,7.6,0.0
952,PH071236000,Region VII,Bohol,Sagbayan,24.0,2.6,10.9,19.7,28.3,48.8,3.8,7.7,57.1,6.0,10.6,0.0
